race,gender,date,zip,income,type,term,interest,principal,approved,adj_bls_2,id
white,female,2018-10-01,60615.0,10160.0,auto,72,8.475166632653995,9405,False,2.19,AP201810-0-98
hispanic/latino,male,2015-11-01,60623.0,24905.0,home,180,1.4996343461957862,175697,False,0.12,AP201511-2-7
hispanic/latino,female,2017-04-01,60623.0,,personal,12,9.97940590590416,65896,True,0.9,AP20174-1-64
white,female,2016-10-01,60611.0,34436.0,personal,60,8.520773366971758,43807,True,0.4,AP201610-2-37
hispanic/latino,,2012-07-01,60623.0,,auto,72,3.413436920971437,12090,False,0.16,AP20127-3-52
black,female,2013-10-01,60637.0,53308.0,home,240,8.3620672482794,411226,False,0.09,AP201310-1-58
hispanic/latino,male,2011-10-01,60623.0,65209.0,home,300,6.306508798715457,453342,False,0.07,AP201110-0-84
white,female,2018-12-01,60637.0,65885.0,home,300,3.9863074504493343,458615,False,2.27,AP201812-2-87
other,male,2013-10-01,60623.0,67649.0,home,300,3.818635656592921,541299,False,0.09,AP201310-3-19
hispanic/latino,female,2018-01-01,60623.0,35343.0,personal,48,7.507730938895544,8116,False,1.41,AP20181-1-76
hispanic/latino,male,2014-01-01,60623.0,7450.0,auto,72,3.8684662270704675,16143,False,0.07,AP20141-3-3
black,male,2017-05-01,60623.0,6008.0,auto,60,5.84212685827331,6320,False,0.91,AP20175-3-92
black,male,2012-08-01,60637.0,6348.0,personal,12,18.0051186783144,1946,False,0.13,AP20128-1-81
other,female,2013-07-01,60614.0,,auto,60,4.395776374270246,16351,True,0.09,AP20137-2-42
black,male,2015-05-01,60637.0,46267.0,auto,72,6.44539162399747,16024,False,0.12,AP20155-2-92
white,female,2016-10-01,60614.0,87630.0,home,360,2.8347551827756523,557767,True,0.4,AP201610-0-27
asian,female,2015-12-01,60614.0,,auto,60,5.529875580059459,29057,True,0.24,AP201512-2-55
hispanic/latino,female,2015-10-01,60625.0,,auto,60,4.941014544476793,21733,True,0.12,AP201510-3-64
hispanic/latino,female,2013-04-01,60623.0,19442.0,auto,72,5.10093394681853,23322,False,0.15,AP20134-2-89
white,female,2015-02-01,60614.0,117948.0,home,360,2.8811089145779056,959017,True,0.11,AP20152-3-59
other,male,2012-04-01,60626.0,39049.0,home,360,2.873031844986173,253304,False,0.14,AP20124-1-66
white,male,2017-10-01,,49864.0,auto,72,6.344972103400096,31111,True,1.15,AP201710-2-0
black,male,2017-01-01,60626.0,54878.0,home,240,3.240999373954742,437108,False,0.65,AP20171-0-89
black,female,2018-06-01,60615.0,,home,240,9.257365798698869,529304,True,1.82,AP20186-0-52
hispanic/latino,female,2013-09-01,60623.0,6732.0,auto,72,5.105252939901719,12772,False,0.08,AP20139-0-63
black,female,2018-04-01,60615.0,16179.0,auto,84,5.4342609750331565,6396,False,1.69,AP20184-3-88
black,female,2016-08-01,60623.0,28428.0,personal,60,16.99535957636818,48093,True,0.4,AP20168-0-38
white,male,2017-06-01,60614.0,22502.0,auto,60,5.656244990186228,3146,False,1.04,AP20176-2-60
white,female,2015-04-01,60615.0,,personal,48,14.479804231124868,22582,True,0.12,AP20154-3-83
asian,male,2018-10-01,60615.0,18428.0,auto,60,8.249552577006853,8763,False,2.19,AP201810-1-64
black,male,2012-01-01,60637.0,40941.0,personal,48,8.446793915563008,74828,True,0.08,AP20121-0-12
white,male,2012-06-01,60611.0,350770.0,home,180,5.402977208033624,2750416,False,0.16,AP20126-1-6
white,female,2016-02-01,60625.0,1886.0,personal,12,8.960593923705368,946,False,0.38,AP20162-2-27
black,female,2013-01-01,60623.0,13550.0,personal,18,7.366289352881929,16305,False,0.14,AP20131-1-48
white,female,2016-03-01,60611.0,,auto,84,4.27476370911691,10829,True,0.36,AP20163-1-15
hispanic/latino,male,2012-04-01,60623.0,44627.0,home,240,3.5520495088801747,383875,False,0.14,AP20124-1-65
black,male,2011-09-01,60611.0,,home,360,1.7758870939304012,1304952,True,0.08,AP20119-2-38
other,female,2015-10-01,60614.0,148718.0,home,360,0.39253620032064596,765412,False,0.12,AP201510-3-34
black,female,2015-10-01,60637.0,10219.0,home,240,1.5719909374432603,80672,False,0.12,AP201510-1-43
hispanic/latino,female,2013-12-01,60623.0,6923.0,personal,12,8.007310639715334,9677,False,0.09,AP201312-1-83
black,male,2013-10-01,60615.0,11060.0,auto,72,4.408405595041103,19272,False,0.09,AP201310-0-80
black,female,2017-12-01,60626.0,39834.0,auto,84,5.196137825312312,9467,False,1.3,AP201712-2-96
black,female,2012-09-01,60623.0,32364.0,home,360,3.351798019564649,209229,False,0.14,AP20129-3-32
black,male,2017-05-01,60623.0,26797.0,auto,72,5.185437544829934,33892,False,0.91,AP20175-3-98
hispanic/latino,female,2012-03-01,60623.0,11619.0,home,240,2.682408810342774,93784,False,0.13,AP20123-0-81
black,female,2018-04-01,60626.0,71876.0,home,360,3.6703249285056985,540156,False,1.69,AP20184-1-67
black,female,2017-04-01,60623.0,1994.0,personal,18,11.047555284727348,1567,False,0.9,AP20174-2-8
hispanic/latino,male,2017-01-01,60625.0,75293.0,auto,84,6.480784979422248,24245,True,0.65,AP20171-3-30
hispanic/latino,female,2018-12-01,60623.0,32075.0,auto,72,5.085383475806607,44316,False,2.27,AP201812-2-15
black,male,2016-12-01,60623.0,28172.0,auto,72,5.653398339663369,14141,False,0.54,AP201612-2-20
black,male,2014-07-01,60626.0,141683.0,home,360,6.461426424385334,1166906,True,0.09,AP20147-2-62
hispanic/latino,female,2018-02-01,,,home,360,1.5654597353663409,597902,True,1.42,AP20182-1-0
black,female,2018-09-01,60637.0,58004.0,auto,72,7.280861267481178,11258,False,1.95,AP20189-1-79
black,female,2014-07-01,60637.0,30820.0,home,300,3.1910169850960424,210884,False,0.09,AP20147-2-96
white,female,2012-10-01,60625.0,,auto,72,6.789925108797682,21131,True,0.16,AP201210-2-92
white,male,2017-01-01,60637.0,25165.0,auto,72,6.669096426163122,2571,False,0.65,AP20171-3-70
white,female,2015-08-01,60611.0,,auto,72,6.08724047036623,69771,True,0.14,AP20158-3-31
black,female,2016-09-01,60637.0,16514.0,auto,84,4.172332544561156,22670,False,0.4,AP20169-0-34
black,male,2014-08-01,60615.0,69823.0,home,180,0.865950486047245,505451,False,0.09,AP20148-0-11
black,male,2018-08-01,60623.0,30220.0,personal,60,7.3221811830881185,12346,False,1.91,AP20188-3-79
hispanic/latino,female,2013-08-01,60615.0,34921.0,home,180,3.7414871362117275,198611,False,0.08,AP20138-3-55
black,male,2015-06-01,60626.0,28368.0,personal,24,14.44564849406759,35268,True,0.13,AP20156-0-85
white,male,2016-01-01,60614.0,92512.0,auto,84,6.015450662271096,16783,True,0.34,AP20161-0-74
,female,2015-09-01,60637.0,,home,360,2.4641485039765554,321909,False,0.14,AP20159-0-90
white,female,2011-03-01,60614.0,,home,240,2.529502720659924,533936,True,0.14,AP20113-0-73
white,female,2016-07-01,60615.0,62004.0,auto,72,5.838250044663973,54501,False,0.39,AP20167-0-5
other,male,2016-04-01,60637.0,35194.0,personal,18,5.635245742059641,46809,True,0.37,AP20164-0-92
white,male,2013-08-01,60611.0,39412.0,auto,72,5.074491502795773,21034,True,0.08,AP20138-0-40
black,female,2016-12-01,60615.0,44528.0,auto,84,6.12049730609222,3225,False,0.54,AP201612-3-68
hispanic/latino,female,2017-07-01,60625.0,,personal,48,4.545404921518648,83298,True,1.15,AP20177-0-53
black,female,2018-03-01,60637.0,52681.0,auto,72,5.089897042576347,46774,False,1.51,AP20183-3-35
white,male,2012-10-01,60614.0,27374.0,auto,84,5.217906591059258,11435,True,0.16,AP201210-1-18
other,female,2016-06-01,60625.0,18038.0,auto,60,2.8385426997708656,10070,False,0.38,AP20166-2-81
other,female,2016-01-01,60614.0,171953.0,auto,72,5.294171028097263,224216,True,0.34,AP20161-1-29
white,male,2016-04-01,60611.0,73198.0,personal,12,6.013191223391159,73543,True,0.37,AP20164-1-43
black,female,2013-03-01,60623.0,40460.0,personal,12,8.074033657995201,33994,True,0.14,AP20133-1-33
black,female,2016-10-01,60637.0,70057.0,home,180,2.0981450387462686,436756,False,0.4,AP201610-0-5
hispanic/latino,female,2012-11-01,60623.0,5376.0,auto,60,7.261095605820538,18975,False,0.16,AP201211-1-98
black,male,2012-07-01,60637.0,96171.0,home,360,8.129760472773288,673990,True,0.16,AP20127-2-11
white,female,2018-04-01,60614.0,33776.0,home,180,4.360048111941923,203931,False,1.69,AP20184-0-49
asian,female,2017-05-01,60637.0,9135.0,personal,12,11.77138856524581,8163,False,0.91,AP20175-3-54
black,female,2012-03-01,60623.0,53131.0,home,360,3.8939879275833023,240637,False,0.13,AP20123-1-59
hispanic/latino,male,2012-01-01,60625.0,62697.0,home,360,4.374423526145851,342215,True,0.08,AP20121-2-94
black,male,2016-06-01,60615.0,86974.0,auto,72,1.9305870681451527,51544,False,0.38,AP20166-0-28
black,female,2016-03-01,60637.0,60860.0,home,300,1.0467567894686947,413824,False,0.36,AP20163-1-88
asian,male,2012-09-01,60625.0,33402.0,home,360,3.7844749851511073,213896,True,0.14,AP20129-2-20
hispanic/latino,female,2014-12-01,60623.0,57167.0,home,240,1.4623480029738647,426939,False,0.12,AP201412-3-91
white,male,2012-12-01,60611.0,144830.0,auto,72,3.5551510667781128,32864,True,0.16,AP201212-1-72
white,male,2018-02-01,60626.0,64715.0,home,180,4.669469422259275,418590,False,1.42,AP20182-1-62
white,male,2018-11-01,60637.0,64556.0,home,360,6.29714206191773,462329,True,2.2,AP201811-1-39
white,male,2017-09-01,60611.0,267474.0,home,360,1.6611092943644619,1491190,True,1.15,AP20179-0-56
black,male,2017-09-01,60615.0,34789.0,auto,84,3.942888883331333,9884,False,1.15,AP20179-3-28
other,male,2016-04-01,60637.0,74146.0,personal,18,14.066527627539656,101392,True,0.37,AP20164-2-58
hispanic/latino,male,2012-05-01,60614.0,125252.0,auto,84,4.735993594855713,18048,True,0.16,AP20125-3-93
black,female,2017-12-01,60615.0,10111.0,personal,12,9.810056767929655,10145,False,1.3,AP201712-0-100
hispanic/latino,female,2018-05-01,60623.0,16841.0,auto,84,6.932025484948822,20017,False,1.7,AP20185-1-43
black,female,2018-09-01,60615.0,,auto,84,8.160361441271172,26519,True,1.95,AP20189-0-3
black,female,2016-05-01,60615.0,67914.0,home,360,1.8186516976499716,549302,False,0.37,AP20165-3-26
other,male,2012-06-01,60625.0,50308.0,personal,12,5.788521417246601,53991,True,0.16,AP20126-3-43
other,female,2018-06-01,60625.0,,home,300,4.150518511563822,321704,True,1.82,AP20186-3-13
hispanic/latino,male,2011-12-01,60623.0,48315.0,home,360,0.6214279257104731,366805,False,0.07,AP201112-0-89
,female,2016-02-01,60623.0,43043.0,home,300,3.747421418457657,271668,False,0.38,AP20162-0-52
white,female,2017-11-01,60614.0,,auto,72,6.730687128874996,171630,True,1.16,AP201711-2-96
black,female,2016-11-01,60615.0,,personal,48,19.083704993324897,915,False,0.41,AP201611-0-59
white,male,2015-03-01,60625.0,136400.0,home,360,1.4765818322589193,853607,True,0.11,AP20153-2-13
white,male,2013-05-01,60625.0,,home,300,0.6038434098876447,463818,False,0.11,AP20135-1-0
hispanic/latino,female,2012-12-01,60623.0,37198.0,personal,12,9.442595362018135,20902,False,0.16,AP201212-0-80
white,male,2013-04-01,60614.0,156670.0,home,300,5.392705565854061,984013,True,0.15,AP20134-0-6
white,female,2018-04-01,60626.0,30215.0,home,360,5.020436987051864,182419,False,1.69,AP20184-0-12
black,male,2014-08-01,60623.0,81011.0,home,360,5.945915931108811,674234,True,0.09,AP20148-3-21
black,female,2014-11-01,60623.0,23938.0,personal,60,16.207444619383747,11282,False,0.09,AP201411-1-94
hispanic/latino,male,2013-10-01,60623.0,8697.0,home,180,0.20962345546146702,69102,False,0.09,AP201310-3-68
white,male,2015-02-01,60626.0,4204.0,personal,24,9.324394276148327,7427,False,0.11,AP20152-0-82
hispanic/latino,male,2018-07-01,60623.0,13806.0,personal,18,8.460489095944881,11743,False,1.91,AP20187-2-5
black,male,2018-04-01,60637.0,84502.0,auto,72,5.312372687793813,56962,False,1.69,AP20184-3-30
black,male,2015-05-01,60615.0,64171.0,home,300,2.3993538121601556,470783,False,0.12,AP20155-1-1
hispanic/latino,male,2012-06-01,60625.0,,auto,84,4.692359537568473,1907,False,0.16,AP20126-3-90
white,male,2018-05-01,60614.0,64048.0,home,360,4.837117004751426,583820,True,1.7,AP20185-1-70
hispanic/latino,female,2014-07-01,60625.0,,home,240,2.755748355187411,365280,True,0.09,AP20147-1-27
black,female,2013-07-01,60611.0,189900.0,home,240,4.931850412026455,1471306,False,0.09,AP20137-3-70
other,male,2018-03-01,60625.0,78705.0,home,360,3.751937716308471,716902,True,1.51,AP20183-3-74
other,male,2013-10-01,60625.0,52619.0,auto,84,5.803410684826911,29302,True,0.09,AP201310-1-1
hispanic/latino,female,2014-11-01,60623.0,26938.0,home,360,3.295083625070047,204362,False,0.09,AP201411-2-90
other,male,2017-08-01,60615.0,56874.0,home,360,2.817176037108192,348835,False,1.16,AP20178-3-39
white,female,2011-11-01,60614.0,6651.0,personal,18,10.169741653966538,708,False,0.08,AP201111-1-65
other,female,2016-10-01,60637.0,40542.0,home,300,6.99969704845147,299530,False,0.4,AP201610-0-72
white,female,2011-01-01,60615.0,768.0,personal,12,10.761532111187693,476,False,0.17,AP20111-2-50
white,,2017-01-01,60625.0,14473.0,auto,84,4.611175605391602,24219,True,0.65,AP20171-2-98
other,male,2017-01-01,60611.0,232059.0,auto,72,5.081389822962579,21629,True,0.65,AP20171-1-71
black,male,2018-07-01,60637.0,43517.0,personal,12,8.189618144826019,32236,True,1.91,AP20187-2-71
black,female,2017-03-01,60615.0,16680.0,personal,24,5.00575288418789,13304,False,0.79,AP20173-0-35
black,male,2015-05-01,60615.0,17085.0,home,360,5.096983472526529,130908,False,0.12,AP20155-0-32
other,female,2012-05-01,60615.0,60247.0,personal,18,7.792297537211609,75259,True,0.16,AP20125-0-85
other,male,2012-06-01,60614.0,91262.0,home,180,0.8314295563825164,379233,False,0.16,AP20126-1-35
white,female,2016-03-01,60611.0,40227.0,personal,24,12.35236118331757,37229,True,0.36,AP20163-2-64
black,female,2018-06-01,60615.0,27360.0,auto,84,7.381781928748133,25260,False,1.82,AP20186-2-7
hispanic/latino,female,2018-12-01,60626.0,70855.0,auto,84,8.300537899926331,35991,True,2.27,AP201812-2-58
other,female,2014-04-01,60623.0,17785.0,personal,18,9.762126784635166,29825,True,0.09,AP20144-0-98
white,male,2017-03-01,60626.0,8233.0,auto,60,6.67915619656655,13533,False,0.79,AP20173-0-9
white,male,2018-01-01,60614.0,245477.0,auto,84,6.115751003563197,107671,True,1.41,AP20181-1-36
black,non-binary,2018-11-01,60615.0,299.0,auto,72,6.221171925177662,15014,False,2.2,AP201811-2-39
asian,female,2017-05-01,60615.0,66084.0,home,360,2.5906166015680587,461812,False,0.91,AP20175-2-45
white,male,2016-05-01,60614.0,,home,300,5.857881960907798,468706,True,0.37,AP20165-0-16
black,female,2015-06-01,60625.0,,home,360,6.178125087267353,138187,True,0.13,AP20156-2-88
white,male,2012-02-01,60614.0,115856.0,home,240,3.611524727969146,850725,True,0.1,AP20122-3-25
hispanic/latino,male,2016-04-01,60625.0,28716.0,auto,60,3.5477720694499255,13303,True,0.37,AP20164-1-28
black,female,2015-02-01,60637.0,1350.0,auto,72,4.976576757165514,14682,False,0.11,AP20152-0-21
black,male,2013-07-01,60623.0,19686.0,home,360,2.8201516837045615,102200,False,0.09,AP20137-1-70
hispanic/latino,male,2012-06-01,60625.0,30093.0,home,180,1.3121341602501013,222699,False,0.16,AP20126-2-79
white,male,2015-06-01,60611.0,154486.0,home,360,2.2463131122527367,914710,True,0.13,AP20156-1-40
white,female,2015-03-01,60625.0,,home,360,2.004762688566791,1101327,True,0.11,AP20153-0-61
white,female,2018-01-01,60614.0,,home,360,5.906581184272898,820875,True,1.41,AP20181-2-59
black,female,2017-05-01,60637.0,18780.0,personal,18,13.693555809644891,26903,True,0.91,AP20175-1-98
black,female,2017-04-01,60625.0,,personal,18,6.916100024756511,59720,True,0.9,AP20174-0-33
black,male,2011-04-01,60623.0,52706.0,home,240,9.210232555888613,372015,False,0.1,AP20114-0-44
other,female,2014-11-01,60625.0,,auto,72,4.930703963673731,14296,True,0.09,AP201411-2-82
white,male,2016-12-01,60626.0,33716.0,personal,24,21.721157286687173,31077,True,0.54,AP201612-3-49
black,male,2017-02-01,60637.0,5496.0,personal,18,11.818886785097988,5274,False,0.66,AP20172-1-40
other,female,2013-05-01,60623.0,,personal,12,12.70069130554781,26588,True,0.11,AP20135-3-64
black,male,2012-06-01,60626.0,86469.0,home,180,0.5030356402152604,602063,False,0.16,AP20126-3-32
hispanic/latino,female,2014-09-01,,5820.0,home,360,3.5124793713085096,34360,False,0.09,AP20149-3-56
white,female,2014-09-01,60614.0,,auto,72,5.754297938849602,21436,True,0.09,AP20149-1-24
other,female,2017-10-01,60614.0,,auto,72,7.065519049432769,31845,True,1.15,AP201710-3-84
asian,male,2015-06-01,60614.0,23968.0,auto,72,4.593416422575403,3593,False,0.13,AP20156-0-81
white,male,2013-07-01,60625.0,,home,360,1.797680765853318,356304,True,0.09,AP20137-2-9
other,female,2015-03-01,60626.0,3777.0,personal,18,8.00570801682697,6923,False,0.11,AP20153-1-74
black,female,2015-10-01,60615.0,77619.0,home,360,3.8413872963592963,598996,False,0.12,AP201510-1-89
black,male,2017-10-01,60623.0,31930.0,auto,72,4.93668739222651,29380,False,1.15,AP201710-3-98
black,female,2018-09-01,60615.0,,home,360,5.679039200229796,606234,True,1.95,AP20189-0-8
hispanic/latino,male,2014-11-01,60623.0,,auto,84,5.459186846214475,27113,False,0.09,AP201411-3-55
black,female,2011-05-01,60623.0,2520.0,auto,84,5.403709856356677,13964,False,0.09,AP20115-2-99
white,male,2016-04-01,60625.0,56493.0,auto,84,5.139290632515067,59282,True,0.37,AP20164-3-47
other,female,2015-05-01,60611.0,,auto,72,5.7697833974089905,16141,True,0.12,AP20155-0-82
black,female,2017-10-01,60614.0,,auto,72,4.0172991157803635,33793,True,1.15,AP201710-2-60
black,male,2016-12-01,60625.0,316.0,personal,18,16.40049097170551,307,False,0.54,AP201612-0-94
black,female,2013-06-01,60614.0,,personal,60,11.528090238263493,54274,True,0.09,AP20136-3-40
black,female,2017-10-01,60623.0,17790.0,auto,84,7.841309958808832,7031,False,1.15,AP201710-0-47
black,male,2018-12-01,60623.0,30529.0,home,360,4.908426255558773,171047,False,2.27,AP201812-1-78
hispanic/latino,female,2013-04-01,60625.0,52461.0,home,360,2.6103022475923696,396416,True,0.15,AP20134-2-6
white,,2017-02-01,60614.0,,home,240,6.500083500787743,405750,True,0.66,AP20172-1-10
white,female,2013-11-01,60611.0,,home,360,2.8312959238141358,736852,True,0.08,AP201311-3-80
white,female,2018-02-01,60614.0,113796.0,home,360,5.646747149184561,686497,True,1.42,AP20182-1-35
hispanic/latino,female,2015-06-01,60625.0,,personal,48,3.308973507804037,94894,True,0.13,AP20156-1-55
hispanic/latino,male,2011-05-01,60611.0,79981.0,home,300,4.431327068392752,552069,True,0.09,AP20115-1-9
other,male,2012-12-01,60626.0,12592.0,personal,24,14.57478541991518,3553,False,0.16,AP201212-2-40
hispanic/latino,male,2015-03-01,60614.0,,auto,72,6.150696242984379,117229,True,0.11,AP20153-1-84
black,female,2018-05-01,60623.0,,personal,48,7.012387117862807,22771,True,1.7,AP20185-3-80
white,female,2017-06-01,60625.0,,home,360,1.7179876534774614,579113,True,1.04,AP20176-3-82
white,male,2016-08-01,60626.0,,personal,12,15.654658486206014,7935,False,0.4,AP20168-2-82
black,male,2013-09-01,60615.0,53439.0,personal,18,11.646733130143573,88393,True,0.08,AP20139-3-2
hispanic/latino,male,2013-03-01,60625.0,63081.0,auto,60,4.596768710522638,11951,True,0.14,AP20133-1-2
other,male,2018-07-01,60625.0,37910.0,personal,12,15.87298876272277,44672,True,1.91,AP20187-0-2
black,female,2013-07-01,60637.0,14509.0,personal,18,2.944550999213206,7481,False,0.09,AP20137-1-7
white,female,2014-01-01,60614.0,46765.0,home,180,0.6089346615644409,325997,False,0.07,AP20141-1-27
white,male,2014-09-01,60614.0,125093.0,home,360,3.036113649393816,902343,True,0.09,AP20149-0-6
black,male,2011-07-01,60615.0,20636.0,auto,72,5.357905807031226,12295,False,0.07,AP20117-2-73
white,female,2012-05-01,60615.0,21849.0,home,240,3.4433040431497433,140515,False,0.16,AP20125-2-61
other,female,2015-04-01,60625.0,44408.0,auto,72,5.950844206803789,12071,True,0.12,AP20154-2-44
white,male,2015-11-01,60611.0,66698.0,personal,24,14.28351814205217,68375,True,0.12,AP201511-2-71
other,female,2016-04-01,60625.0,,personal,12,11.307977496708013,54604,True,0.37,AP20164-3-52
hispanic/latino,female,2017-02-01,60623.0,12196.0,auto,84,4.4003630719545,12207,False,0.66,AP20172-1-99
black,male,2018-08-01,60623.0,9714.0,auto,84,8.68911288308666,22730,False,1.91,AP20188-3-84
black,female,2013-06-01,60614.0,73586.0,home,300,0.6086857312735338,556535,False,0.09,AP20136-2-93
hispanic/latino,male,2015-02-01,,5136.0,personal,48,10.902143504943009,7138,True,0.11,AP20152-0-65
white,female,2014-02-01,60614.0,,auto,84,5.371968398783405,9318,True,0.07,AP20142-3-84
white,female,2016-08-01,60625.0,87738.0,personal,60,13.513095572223817,45723,False,0.4,AP20168-3-76
white,female,2012-03-01,60614.0,60524.0,home,360,1.5368011091892129,429357,True,0.13,AP20123-2-89
black,female,2015-01-01,60615.0,61323.0,home,360,4.8894979006759325,381911,False,0.11,AP20151-1-7
black,male,2011-07-01,60623.0,78319.0,home,360,5.352348120840989,600695,True,0.07,AP20117-2-94
white,male,2014-08-01,60626.0,60124.0,home,180,0.6271208559827725,456940,False,0.09,AP20148-0-58
asian,male,2011-03-01,60626.0,11698.0,personal,24,16.4157050386667,15411,True,0.14,AP20113-2-94
black,male,2015-11-01,60615.0,51049.0,personal,12,2.088798691386855,107706,True,0.12,AP201511-2-41
white,female,2018-08-01,60626.0,26777.0,auto,60,8.088614986987933,2057,False,1.91,AP20188-3-77
white,female,2016-11-01,60614.0,137005.0,home,180,0.7117797428970876,951463,False,0.41,AP201611-3-92
white,male,2012-11-01,60611.0,23545.0,home,180,3.9975146703331874,155228,False,0.16,AP201211-2-4
other,female,2017-01-01,60623.0,2111.0,auto,72,5.7127761694339565,15513,False,0.65,AP20171-0-19
other,,2012-04-01,60625.0,23401.0,auto,84,4.339491598664775,2020,False,0.14,AP20124-0-8
white,female,2018-08-01,,15045.0,personal,18,5.645025192608868,3958,False,1.91,AP20188-3-23
other,male,2015-09-01,60625.0,158399.0,home,300,5.209388366850933,1253234,True,0.14,AP20159-1-46
black,male,2014-04-01,60623.0,8093.0,personal,60,12.544101988268112,7528,True,0.09,AP20144-2-80
black,male,2015-12-01,60637.0,12028.0,personal,18,7.98373969670538,6956,False,0.24,AP201512-2-98
white,female,2017-09-01,60614.0,,home,300,5.081687840739127,658654,True,1.15,AP20179-0-42
other,female,2014-09-01,60626.0,14152.0,personal,24,5.683893310794229,13442,False,0.09,AP20149-0-81
black,female,2016-01-01,60637.0,40822.0,home,180,4.433110077336853,331630,False,0.34,AP20161-2-45
white,male,2014-09-01,60626.0,41812.0,auto,72,4.148138043294864,3972,False,0.09,AP20149-3-71
other,female,2015-09-01,60615.0,45635.0,home,240,3.134322865845421,313830,False,0.14,AP20159-3-14
hispanic/latino,female,2015-11-01,60623.0,31427.0,auto,72,4.761285720344887,13316,False,0.12,AP201511-1-32
hispanic/latino,male,2016-08-01,60625.0,79496.0,auto,60,5.4602700720074155,27021,True,0.4,AP20168-0-89
asian,male,2018-09-01,60625.0,33077.0,auto,72,8.004619010727255,9119,True,1.95,AP20189-3-4
black,female,2018-07-01,60637.0,,home,360,5.186571979128939,829083,True,1.91,AP20187-0-27
black,male,2012-03-01,60623.0,49135.0,home,360,1.9412241875853011,303165,False,0.13,AP20123-1-69
black,male,2017-10-01,60637.0,4079.0,auto,84,6.411319659550086,14899,False,1.15,AP201710-3-16
hispanic/latino,female,2011-07-01,60623.0,25266.0,home,300,0.6318364738307471,186717,False,0.07,AP20117-1-34
other,female,2011-10-01,60614.0,,home,360,5.663793790846359,1067459,True,0.07,AP201110-1-69
hispanic/latino,male,2018-08-01,60625.0,111668.0,home,240,6.059831636890825,631830,True,1.91,AP20188-2-39
black,male,2016-08-01,60623.0,62639.0,home,360,2.1122953685044417,459134,False,0.4,AP20168-1-98
other,female,2013-05-01,60615.0,78541.0,home,180,5.172537143386211,598897,False,0.11,AP20135-3-94
,female,2016-08-01,60637.0,13672.0,auto,60,5.695368968699313,19136,False,0.4,AP20168-0-94
white,female,2013-11-01,60626.0,3792.0,auto,72,5.3241984379809475,14240,False,0.08,AP201311-0-92
white,female,2015-01-01,60637.0,22095.0,home,360,4.347115724852469,152803,False,0.11,AP20151-2-48
hispanic/latino,female,2015-06-01,60625.0,,personal,48,11.106903686811526,105753,True,0.13,AP20156-1-72
hispanic/latino,male,2013-06-01,60625.0,8672.0,personal,12,11.367408789188381,8289,False,0.09,AP20136-1-45
white,male,2018-10-01,60614.0,123089.0,auto,72,7.413822414522805,80391,True,2.19,AP201810-3-11
black,male,2014-07-01,60611.0,70459.0,auto,60,4.763526692314828,32132,True,0.09,AP20147-3-5
black,female,2016-06-01,60626.0,22697.0,personal,48,11.366801601405488,27049,True,0.38,AP20166-0-33
other,female,2018-02-01,60615.0,29582.0,personal,60,13.8805874223431,30807,True,1.42,AP20182-2-96
other,female,2017-04-01,60626.0,,personal,60,17.847930605951586,5052,True,0.9,AP20174-1-84
black,female,2017-02-01,60637.0,85593.0,auto,72,5.699910468138592,23817,True,0.66,AP20172-1-18
white,male,2017-07-01,60614.0,56696.0,home,360,3.094411866578203,370722,True,1.15,AP20177-2-99
black,female,2012-02-01,60626.0,52267.0,personal,48,13.608939748330078,12283,False,0.1,AP20122-2-78
asian,female,2018-06-01,60614.0,47155.0,auto,72,5.084357646092369,4596,False,1.82,AP20186-2-94
hispanic/latino,female,2018-02-01,60615.0,7474.0,home,180,4.2148903221410325,48131,False,1.42,AP20182-1-9
white,female,2018-08-01,60637.0,80586.0,auto,72,6.10312064114932,14311,False,1.91,AP20188-1-73
asian,male,2015-01-01,60625.0,,home,180,5.164981159224699,374681,False,0.11,AP20151-3-87
white,female,2011-12-01,60637.0,63375.0,home,360,3.8701064437855823,472866,False,0.07,AP201112-1-77
asian,female,2017-08-01,60615.0,43635.0,auto,72,5.247786917043149,25076,False,1.16,AP20178-1-24
other,male,2016-04-01,60611.0,207002.0,home,240,4.563262835448161,1502898,True,0.37,AP20164-1-34
other,male,2017-01-01,60623.0,20330.0,auto,72,5.796114801376883,13062,False,0.65,AP20171-0-44
white,male,2015-10-01,60614.0,15619.0,home,360,0.8063832757199284,119495,False,0.12,AP201510-3-73
hispanic/latino,male,2015-05-01,60623.0,21802.0,auto,72,4.665811053486361,1165,False,0.12,AP20155-3-73
white,female,2011-07-01,,25230.0,home,360,0.9748703792221451,182214,False,0.07,AP20117-1-29
black,female,2014-05-01,60637.0,,auto,84,4.62309528108907,28453,True,0.09,AP20145-1-42
,female,2018-11-01,60614.0,,auto,84,6.415993637874953,64076,True,2.2,AP201811-0-70
hispanic/latino,male,2012-09-01,60623.0,45368.0,home,180,3.2517183204916567,399291,False,0.14,AP20129-1-79
hispanic/latino,female,2011-03-01,60623.0,31778.0,auto,60,6.933848985855607,26540,False,0.14,AP20113-0-1
black,female,2015-06-01,60615.0,10935.0,auto,72,5.383706853315119,7635,False,0.13,AP20156-2-61
white,male,2015-07-01,60625.0,119685.0,home,300,4.061987171432957,766290,True,0.13,AP20157-2-89
asian,male,2018-12-01,60626.0,,auto,60,8.759889089514289,14940,False,2.27,AP201812-2-85
